DivisionAb,DivisionName,DivisionId,state,WinningParty2022,WinningParty2019,WinningPercent2022,WinningPercent2019,ChangedWinningParty,ChangeInWinningPercent,2022WinningPartyOwnChangeInPercent,avg_age,avg_educ_years,avg_weekly_income,erp,net_migration,electorate,sentiment
MORE,Moreton,173.0,QLD,ALP,ALP,0.5190198804086406,0.5401809716645504,0,-0.0211610912559098,-0.0211610912559098,45.91006630937049,11.409225306146308,2054.839073021388,1272461.0,-8188.0,Moreton,0.6050171875000002
OXLE,Oxley,174.0,QLD,ALP,ALP,0.5639450747323884,0.590114780979152,0,-0.0261697062467636,-0.0261697062467636,45.937712081033496,11.21514866693678,1924.9623197213384,868302.1753939639,-3271.382630766162,Oxley,0.3932555555555556
PETR,Petrie,175.0,QLD,LNP,LNP,0.583983779048594,0.5164829243585184,0,0.0675008546900756,0.0675008546900756,48.35640575568797,11.058927408462695,1816.983001136501,680532.4339961706,1373.960073162942,Petrie,0.6474928571428572
RANK,Rankin,176.0,QLD,ALP,ALP,0.5643500188536953,0.6129730868735587,0,-0.0486230680198633,-0.0486230680198633,46.62404615627925,11.060237714939127,1789.160672449597,602665.5647135542,-444.10546011964857,Rankin,0.6982333333333334
RYAN,Ryan,177.0,QLD,LNP,LNP,0.5602534586107482,0.5897768719158979,0,-0.0295234133051497,-0.0295234133051497,45.91006630937049,11.409225306146308,2054.839073021388,1272461.0,-8188.0,Ryan,0.4227083333333334
WBAY,Wide Bay,178.0,QLD,LNP,LNP,0.6314875575251406,0.5818796924875241,0,0.0496078650376164,0.0496078650376164,54.39092900237263,10.528637430169898,1293.567028862602,75681.67705565164,1139.7873852849316,Wide Bay,0.1593735294117647
WRIG,Wright,316.0,QLD,LNP,LNP,0.6457742045348993,0.5961525396861342,0,0.049621664848765,0.049621664848765,50.82503455761247,10.730177483775025,1568.6673579786786,103709.86481101582,780.1475107680928,Wright,0.05244117647058824
ADEL,Adelaide,179.0,SA,ALP,ALP,0.5818381989345126,0.583035312970237,0,-0.0011971140357244,-0.0011971140357244,47.74085841247992,11.270819074184294,1753.7596867973823,73858.01674770299,-487.4474053467237,Adelaide,0.47879320388349517
BARK,Barker,180.0,SA,LP,LP,0.6894459901955218,0.534262418872289,0,0.1551835713232328,0.1551835713232328,52.58705405861383,10.636853569412567,1332.159585169104,7369.776572738898,-9.622426307615608,Barker,0.13687452229299357
BOOT,Boothby,182.0,SA,LP,LP,0.5137777295459273,0.5270611147176111,0,-0.0132833851716838,-0.0132833851716838,50.62401047142057,11.331831786913703,1886.221152668476,72206.0914217478,-245.4896705379246,Boothby,0.1808399267895879
GREY,Grey,183.0,SA,LP,LP,0.6332131429620965,0.5107479429433704,0,0.122465200018726,0.122465200018726,47.72103511559983,10.822951471744211,1129.9669850411217,2872.552389055721,-44.99641183172957,Grey,0.06342128686327077
HIND,Hindmarsh,185.0,SA,ALP,ALP,0.5654260933412877,0.5842604633241825,0,-0.0188343699828947,-0.0188343699828947,48.95721751292721,11.053347231828567,1635.5260898812664,104176.49623473728,-454.4603780684297,Hindmarsh,0.47671666666666673
KING,Kingston,186.0,SA,ALP,ALP,0.6194134670676181,0.6354550082230401,0,-0.016041541155422,-0.016041541155422,49.72709819258783,11.06309189136164,1568.581524921046,166473.92134546707,323.79344555997204,Kingston,0.08215555555555554
MAKI,Makin,187.0,SA,ALP,ALP,0.5972222222222222,0.6078618259538457,0,-0.0106396037316235,-0.0106396037316235,48.84301857637004,11.010409656516911,1616.1522321467523,122414.90324873228,-918.4100936054992,Makin,0.64602
MAYO,Mayo,188.0,SA,XEN,XEN,0.5513507756753878,0.5292179282605206,0,0.0221328474148672,0.0221328474148672,54.02712935826821,10.93909720039631,1405.7155997953328,22445.464735352023,275.9529961366472,Mayo,0.23883006289308184
SPEN,Spence,325.0,SA,ALP,ALP,0.6412933316277835,0.6716701680672269,0,-0.0303768364394434,-0.0303768364394434,47.69865543115255,10.816145190995323,1442.5758402999138,91186.80805128111,253.7330833568616,Spence,0.09432740740740742
STUR,Sturt,190.0,SA,LP,LP,0.5686946378449312,0.5539328814981711,0,0.0147617563467601,0.0147617563467601,50.66762347757653,11.279534513290129,1849.5200301278053,63979.79829359083,-333.052939026396,Sturt,0.24257333333333328
BASS,Bass,192.0,TAS,LP,ALP,0.5040955581743849,0.554238683127572,1,-0.050143124953187,0.0583342413019569,52.77916724076804,10.538361643341071,1322.0779683129465,17877.076375117533,-89.55338896442362,Bass,0.13327270471464023
BRAD,Braddon,193.0,TAS,LP,ALP,0.5309333600102897,0.5173236016807455,1,0.0136097583295441,0.0482569616910352,50.96785566521347,10.4194886337641,1294.52193856702,8008.44690796727,0.9050674836212576,Braddon,0.08518762376237624
CLAR,Clark,319.0,TAS,IND,IND,0.7212018796045122,0.6777244790885925,0,0.0434774005159197,0.0434774005159197,49.77008635023567,11.011142904191686,1682.0180435432285,46376.80243288882,-685.643801323559,Clark,0.262518918918919
FRAN,Franklin,195.0,TAS,ALP,ALP,0.6220520630221602,0.6072858589063657,0,0.0147662041157945,0.0147662041157945,52.37325542264842,10.797909461911482,1441.7131906980203,21959.79766068651,218.0180546170384,Franklin,0.14036036281179143
LYON,Lyons,196.0,TAS,ALP,ALP,0.5518277346151697,0.5383377776453588,0,0.0134899569698108,0.0134899569698108,53.40429608720992,10.45855299374064,1289.6138691962087,8514.045538509718,92.89775653393563,Lyons,0.08764847328244271
ASTO,Aston,197.0,VIC,LP,LP,0.6012588670196822,0.5740939375812207,0,0.0271649294384614,0.0271649294384614,48.82323451350461,11.184864157471564,1908.369231305075,162769.0,-2816.0,Aston,0.22985555555555556
BALL,Ballarat,198.0,VIC,ALP,ALP,0.6023481043507746,0.5735999574535978,0,0.0287481468971767,0.0287481468971767,50.81135890940299,10.89604248619278,1707.4155189765147,36487.690482799706,508.5114030148725,Ballarat,0.09604587332053745
BEND,Bendigo,200.0,VIC,ALP,ALP,0.588534557637424,0.5387255680915303,0,0.0498089895458937,0.0498089895458937,51.09598168963454,10.90932913827457,1604.857111435286,81952.18878241157,774.1605247269844,Bendigo,0.2440960330578513
BRUC,Bruce,201.0,VIC,ALP,ALP,0.5728078064109323,0.640473370208974,0,-0.0676655637980416,-0.0676655637980416,46.0387939694494,11.088280241337378,1840.0274599550269,330714.98033298296,-459.84634491657584,Bruce,-0.3524333333333334
CALW,Calwell,203.0,VIC,ALP,ALP,0.6961585668398924,0.697344158172412,0,-0.0011855913325196,-0.0011855913325196,45.68660626765842,10.957282627910017,1756.701604172168,243738.0,209.0,Calwell,0.19791666666666666
CASE,Casey,204.0,VIC,LP,LP,0.5461968114130381,0.5454126750184229,0,0.0007841363946151,0.0007841363946151,49.21455843063298,11.038283007130213,1876.125040292253,158831.0,-1906.0,Casey,0.13820799999999997
CHIS,Chisholm,205.0,VIC,LP,LP,0.5045125795883044,0.5291247875443271,0,-0.0246122079560227,-0.0246122079560227,47.83057523322138,11.416222167192196,1931.2460031102528,192090.1650317616,-6466.663475739766,Chisholm,0.33864838709677414
COOP,Cooper,320.0,VIC,ALP,ALP,0.6483316674818705,0.512741462082774,0,0.1355902053990965,0.1355902053990965,46.18795712248552,11.245026939297093,1924.6609080581893,159745.58626243754,-4430.084634356495,Cooper,0.36066086956521737
CORA,Corangamite,328.0,VIC,ALP,ALP,0.5105396668612221,0.5003025355907436,0,0.0102371312704785,0.0102371312704785,50.192232588897966,11.07445314627169,1886.0893760408712,107216.98127706032,1855.694150167272,Corangamite,0.1614812631578948
CORI,Corio,208.0,VIC,ALP,ALP,0.6032485418016851,0.5820173920567622,0,0.0212311497449229,0.0212311497449229,49.843520299362574,10.968611640159292,1725.486435831047,269508.0,3818.0,Corio,0.21654433497536954
DEAK,Deakin,209.0,VIC,LP,LP,0.546922013897737,0.5643733288943913,0,-0.0174513149966543,-0.0174513149966543,48.793292422013074,11.26152378678259,1919.758553375245,133496.35464011235,-3014.4360749372245,Deakin,0.5243583333333334
DUNK,Dunkley,210.0,VIC,ALP,ALP,0.5273887718428554,0.5102590421950708,0,0.0171297296477845,0.0171297296477845,49.37356574528534,11.005435053281412,1734.385735437534,146207.771068462,-1540.7630714240725,Dunkley,0.31808181818181813
FLIN,Flinders,211.0,VIC,LP,LP,0.5563887284429408,0.5701068943567682,0,-0.0137181659138273,-0.0137181659138273,51.37152451232272,11.13294787296769,1661.2713509278042,136011.7112191383,115.15782396969765,Flinders,0.1837223880597015
FRAS,Fraser,321.0,VIC,ALP,ALP,0.6805317874561478,0.6979021919404724,0,-0.0173704044843245,-0.0173704044843245,45.91422584140019,11.081455783020411,1760.8080460004364,167508.83588010614,-5820.909678175541,Fraser,0.6170058823529414
GELL,Gellibrand,212.0,VIC,ALP,ALP,0.6301622297541873,0.651185352037289,0,-0.0210231222831016,-0.0210231222831016,45.82258797957105,11.196672725556144,1988.0600581332608,200076.79847412824,448.8068562428284,Gellibrand,0.2850238095238095
GIPP,Gippsland,213.0,VIC,NP,NP,0.6667080411262127,0.6820830419871474,0,-0.0153750008609346,-0.0153750008609346,53.871032192582135,10.652193471178308,1350.2040535285591,48436.93563550005,632.8167068589757,Gippsland,0.1256664974619289
GOLD,Goldstein,214.0,VIC,LP,LP,0.5779173713457357,0.6267692965576224,0,-0.0488519252118866,-0.0488519252118866,50.816261849976094,11.535201052836593,2266.927021546823,118729.88694446388,-2351.6392912112565,Goldstein,0.1317448769103365
GORT,Gorton,309.0,VIC,ALP,ALP,0.6423565557686054,0.6849180602607228,0,-0.0425615044921173,-0.0425615044921173,45.35539068749824,11.041160717420135,1820.9183823370647,184564.286351088,1764.8370647536103,Gorton,0.5093666666666666
HAWK,Hawke,326.0,VIC,ALP,-,0.6021690360227365,0.5,1,0.1021690360227365,0.1021690360227365,48.19337085301708,10.92540379027268,1820.1500987739785,92202.62570754884,1354.439639978912,Hawke,0.1738510588235294
HIGG,Higgins,215.0,VIC,LP,LP,0.5260824498927557,0.5737818248593063,0,-0.0476993749665506,-0.0476993749665506,46.49013454794631,11.652362615066648,2204.753993573843,132499.46784511732,-4728.699778665195,Higgins,0.2213696078431373
HOLT,Holt,216.0,VIC,ALP,ALP,0.5863259506306222,0.5994081972023868,0,-0.0130822465717646,-0.0130822465717646,45.85191105803954,11.10469472885855,1891.3265072994311,368861.0,836.0,Holt,0.44200000000000006
HOTH,Hotham,217.0,VIC,ALP,ALP,0.6117903232250589,0.5421096884745149,0,0.0696806347505439,0.0696806347505439,47.64581009660166,11.217137911059147,1820.595425238796,172839.1402515927,-5445.35359454156,Hotham,0.43299166666666666
INDI,Indi,218.0,VIC,IND,IND,0.513946393549793,0.5551738575001879,0,-0.0412274639503948,-0.0412274639503948,53.97749959447832,10.755671565690012,1468.169910611472,14024.525622080062,133.98759808444862,Indi,0.20575794573643408
ISAA,Isaacs,219.0,VIC,ALP,ALP,0.5645547662316207,0.5298449485167799,0,0.0347098177148408,0.0347098177148408,48.10687570835258,11.098878259347654,1764.8550834135797,163960.84301003802,-4538.952881212223,Isaacs,0.3548033333333334
JAGA,Jagajaga,220.0,VIC,ALP,ALP,0.5589308581827285,0.5560457551081156,0,0.0028851030746128,0.0028851030746128,49.22654054063851,11.319974723985036,2164.6118000043048,96809.2443144646,-1847.833861117108,Jagajaga,0.5989277777777775
KOOY,Kooyong,221.0,VIC,LP,LP,0.5541612702067443,0.6281913841734406,0,-0.0740301139666962,-0.0740301139666962,48.4327448980776,11.644587023655642,2249.57918114351,176568.96231240017,-6398.881266373813,Kooyong,0.5198115384615385
LTRO,La Trobe,223.0,VIC,LP,LP,0.5513228912476409,0.5322113445532212,0,0.0191115466944197,0.0191115466944197,46.778088917199305,10.966936735188524,1853.658827978689,129726.49944805611,1346.411546987993,La Trobe,0.19025310344827584
LALO,Lalor,222.0,VIC,ALP,ALP,0.6245580506450071,0.6418954512599998,0,-0.0173374006149926,-0.0173374006149926,43.79430218185727,11.246381231338784,1980.005705665587,289571.0,2815.0,Lalor,0.5367619047619047
MACN,Macnamara,322.0,VIC,ALP,ALP,0.5491439237899073,0.5120540997464075,0,0.0370898240434998,0.0370898240434998,43.80831747211612,11.634435865069776,2029.068851489896,136802.21014570582,-7066.546175911617,Macnamara,0.4921506024096386
MALL,Mallee,224.0,VIC,NP,NP,0.6567870762819021,0.6979702410656998,0,-0.0411831647837976,-0.0411831647837976,53.61983954870629,10.526144528401296,1371.2271441071232,21238.68418540509,-248.787186664396,Mallee,0.14647835616438357
MARI,Maribyrnong,225.0,VIC,ALP,ALP,0.6030761011394109,0.6039676947260014,0,-0.0008915935865905,-0.0008915935865905,46.624161207606846,11.122295116515376,1873.54549109564,185077.01703930288,-2548.145530775004,Maribyrnong,0.35923561643835616
MCEW,McEwen,226.0,VIC,ALP,ALP,0.552776853243966,0.5600114409658082,0,-0.0072345877218422,-0.0072345877218422,49.33801769223319,11.05536442835914,1943.783156601004,78776.43192661711,481.2205700873073,McEwen,0.22850043103448278
MELB,Melbourne,228.0,VIC,GRN,GRN,0.7259506135434025,0.6903669179368892,0,0.0355836956065133,0.0355836956065133,40.41386901822453,11.688474184626688,1968.2419625611808,141925.4217587833,-10109.063341886182,Melbourne,0.3908267942583732
MENZ,Menzies,229.0,VIC,LP,LP,0.5701668785916354,0.5781366407487855,0,-0.00796976215715,-0.00796976215715,51.0018570843006,11.324048701902283,1982.738054262824,128329.5304388164,-2182.569865095237,Menzies,0.31777272727272715
MONA,Monash,323.0,VIC,LP,LP,0.568592276284076,0.575085550281488,0,-0.0064932739974119,-0.0064932739974119,52.91193056264627,10.748330628305728,1520.0926246122503,44094.81517507689,988.7841817509018,Monash,0.17615079872204478
NICH,Nicholls,324.0,VIC,NP,NP,0.7002938398572778,0.5249411166277796,0,0.1753527232294981,0.1753527232294981,52.65168163273969,10.606844365963424,1458.0547299688424,38511.71150174349,144.84026170667056,Nicholls,0.12034027368421056
SCUL,Scullin,232.0,VIC,ALP,ALP,0.7165637355814789,0.6957547723590598,0,0.020808963222419,0.020808963222419,46.08765587084286,11.030873320608702,1799.2554395756276,237932.0,-322.0,Scullin,0.2570266666666666
WANN,Wannon,233.0,VIC,LP,LP,0.6016518861161034,0.59150039025757,0,0.0101514958585334,0.0101514958585334,52.95596205361598,10.665422323243902,1453.495012286444,16937.660611214804,15.977655489275204,Wannon,0.1495575214341388
WILL,Wills,234.0,VIC,ALP,ALP,0.5846514666352528,0.549277097122471,0,0.0353743695127818,0.0353743695127818,45.7187992257114,11.231427315456669,1962.4629812438304,184707.0,-4969.0,Wills,0.45907333333333333
BRAN,Brand,235.0,WA,ALP,ALP,0.5665514796096397,0.6143322156685186,0,-0.0477807360588788,-0.0477807360588788,46.09783318924704,11.017714361495887,1679.8878217840652,111474.9687880446,1097.346733891567,Brand,0.4229079999999999
BURT,Burt,317.0,WA,ALP,ALP,0.5549574331855154,0.5711017330899263,0,-0.0161442999044109,-0.0161442999044109,46.20837399183696,11.081716330945454,1719.154837703582,110690.29104440432,286.4934277581767,Burt,0.09934469084268197
CANN,Canning,236.0,WA,LP,LP,0.6156092411020138,0.5679338177858783,0,0.0476754233161355,0.0476754233161355,50.30514025950279,10.79234453781656,1603.1033535237686,32066.34149687226,410.533110639502,Canning,0.3830285714285715
COWA,Cowan,237.0,WA,ALP,ALP,0.5085998792999397,0.5067856091096495,0,0.0018142701902901,0.0018142701902901,47.055567272727934,11.21655792548962,1836.576692951068,183263.4957514114,-309.9808837089888,Cowan,0.0
CURT,Curtin,238.0,WA,LP,LP,0.639476948935489,0.70695163471853,0,-0.0674746857830409,-0.0674746857830409,49.39881006454125,11.524154563564874,2189.758787108304,93651.12006344984,-864.9161033924261,Curtin,0.4179666666666666
DURA,Durack,312.0,WA,LP,LP,0.6348525706202202,0.6105569247219288,0,0.0242956458982913,0.0242956458982913,45.845384471519736,10.861098977325366,1732.210382823389,7407.237002390312,-93.08755097802852,Durack,0.11326254545454548
FORR,Forrest,239.0,WA,LP,LP,0.6457614822255706,0.625580049828199,0,0.0201814323973715,0.0201814323973715,50.68980079433967,10.968056222215512,1602.0062611872866,21785.16334299893,221.1119886061972,Forrest,0.2004918803418804
FREM,Fremantle,240.0,WA,ALP,ALP,0.5691579860158282,0.5752038267590367,0,-0.0060458407432084,-0.0060458407432084,47.09680451157423,11.16869014880243,1912.1031049972169,108943.92786521702,1286.98802093085,Fremantle,0.4323166666666667
HASL,Hasluck,305.0,WA,LP,LP,0.5588942703700043,0.5205351318753,0,0.0383591384947042,0.0383591384947042,48.37865647040407,11.073833749596597,1802.281398958913,89827.35549220952,839.3759768610619,Hasluck,0.25689999999999996
MOOR,Moore,242.0,WA,LP,LP,0.616244292465057,0.6101547775429779,0,0.006089514922079,0.006089514922079,48.82356694641473,11.308854371225747,2009.9984559870568,167583.39202305226,-1124.8307997994843,Moore,0.31245000000000006
OCON,O'Connor,243.0,WA,LP,LP,0.6541465846767492,0.6504129569558516,0,0.0037336277208976,0.0037336277208976,44.69709078475399,10.660584651897626,1395.1806650591716,4508.688876590626,-60.496849682786994,O'Connor,0.030661899622234215
PEAR,Pearce,244.0,WA,LP,LP,0.5519141464316244,0.536262524129056,0,0.0156516223025684,0.0156516223025684,45.57673582481733,11.15727569083112,1798.5502390259571,207044.9080739736,1154.8869790969793,Pearce,0.21448750000000003
PERT,Perth,245.0,WA,ALP,ALP,0.5322689799433985,0.5333189845870551,0,-0.0010500046436565,-0.0010500046436565,46.65495550065784,11.329518160147186,1881.142260704709,95350.18561835264,-844.0442733514702,Perth,0.4168957446808511
SWAN,Swan,247.0,WA,LP,LP,0.5322411213564934,0.5359204933539716,0,-0.0036793719974782,-0.0036793719974782,47.115724504661344,11.248213641675184,1818.2243025910657,59821.56009294313,-378.3930207170134,Swan,0.4164851851851853
TANG,Tangney,248.0,WA,LP,LP,0.5950474122050069,0.6106503919104889,0,-0.0156029797054819,-0.0156029797054819,48.16501123074478,11.355998302319955,1917.7873538467672,101489.18767081946,-726.3555939882589,Tangney,0.36185
