lga_code_2016,avg_age_voters
10050,49.64447696648472
10130,48.1263606466256
10250,54.89215866875441
10300,50.77686170212766
10470,48.6338868101029
10550,55.788634615384616
10600,55.40348552792499
10650,55.1597651421508
10750,45.798778519613336
10800,53.10337552742616
10850,52.14539769396131
10900,52.058400781468045
10950,51.18514899853444
11100,45.95517711171662
11150,50.08304347826087
11200,47.82169268693509
14300,48.95893463497453
14350,54.167952811779315
11250,52.6773826458037
13910,53.2108527131783
14000,49.889290366153695
14100,53.006005404864375
14170,45.737686554303245
14200,52.27974356839564
14400,53.71257818789868
14500,51.43322806765712
14550,54.86749422632794
14600,51.80770939791157
14650,51.66304467467426
14700,47.31255019347302
14750,51.18352805238156
14850,51.251130668622416
14870,52.3084340366915
14900,46.05662774581041
14920,53.46784650429297
14950,53.47536945812808
15050,48.38247384841255
15240,56.582769723983745
15270,51.781325538253974
15300,49.95964282151053
15350,50.90221211979191
15520,54.94772427440633
15560,50.83109579100145
15650,47.59521953754222
15700,56.1345874107379
15750,51.017293384275085
15800,53.240706955530214
15850,52.87313109425786
15900,47.852930570347944
15950,46.43713632767865
15990,49.94617377214421
16100,52.04309475806452
16150,49.41278970543059
16200,52.041635053110774
16260,45.82966295614473
16350,46.494730862093455
11500,46.69133752845093
11520,47.04492629562997
11570,47.54113142734462
11600,49.34578313253012
11300,44.96013602235615
11350,51.590759395583106
11400,52.924182305630026
11450,46.09686489920221
11650,51.83989944253507
11700,49.05223880597015
11720,49.507622777203096
11730,55.23965058400276
11750,48.941664362731544
11800,52.84937964823235
12000,53.74424720578567
12150,51.862965447836295
12350,53.90495519240907
12380,45.083229167327616
12700,53.13252830188679
12730,53.10806379490237
12750,57.04823838207087
12850,47.911692038760116
12870,55.538138297872344
12900,52.93415841584159
12930,47.81595935233298
12950,53.90623033354311
13010,54.496155552269705
13310,50.96333112436492
13340,53.3510945890128
13450,49.426020820972006
13510,54.71002758786134
13550,51.21529007971656
13660,54.599410174490046
13800,48.525328089599455
13850,53.55481225722917
16380,55.5193060585299
16400,53.01161745582498
16490,47.82826561712544
16550,45.13233308732202
16610,53.79975044977076
16650,46.952826801926996
16700,46.62837601033886
16900,49.80665474932965
16950,54.5028092462838
17000,47.696415508412585
17040,49.026570623486926
17080,52.781270192929014
17420,48.46509421234879
17550,54.81275813334431
17620,51.29096811706561
17640,54.55771893388716
17650,53.47430650295589
17750,47.39569713798456
17850,54.234200743494426
17900,52.9530234390388
17950,52.726673427991884
18020,55.21949023410445
18050,45.70481679317777
18100,56.294500723589
18200,52.48431265868698
18230,49.79030130051967
18250,47.63840845874046
18350,54.74635434126718
18400,48.614266296318185
18450,49.27497927986003
18500,49.417011375387794
18710,50.657780290510566
19399,50.571360153256705
20110,53.55948099912528
20260,52.58044772827525
20570,48.969774389337225
20660,49.52847853081498
20740,55.18228313421505
20830,51.60531972828112
20910,51.88224311008249
21010,54.46674257519689
21110,48.417714221208044
21180,46.966604791741425
21270,56.64715896999362
21370,53.26908878248474
21450,46.82089183386621
21610,45.85191105803954
21670,55.34121789150055
21750,52.27705181847441
21830,53.35501587574015
21890,46.390384598639926
22110,55.27173722883135
22170,48.64024635091453
22250,55.27509386733417
22830,50.06028391992673
22910,54.61580167204701
22980,55.20870459218643
23110,48.411502635677486
23190,51.39547707126405
23270,45.68660626765842
23350,53.15803814713897
23430,49.50347426067908
23670,48.82323451350461
23810,50.2679639061116
23940,55.94065153352972
24130,51.07049195290395
24210,51.48438511786424
24250,53.60116761407282
24330,43.63393860121567
24410,48.87537602062742
24600,38.201951000191634
24650,44.84166061932046
24780,50.93864716179045
24850,48.44410777869077
24900,54.032227200597404
24970,47.558379238497544
25060,48.17136276520628
25150,49.672889432955884
25250,45.7187992257114
25340,53.465149613983726
17100,44.3824352581631
17150,49.939506748771535
17200,40.700661349450115
17310,50.99903377197018
17350,54.11158509205209
17400,56.5716688469445
22310,47.86609378556795
22410,53.23805449069003
22490,49.42063172043011
22620,49.72497022480274
22670,46.75749475890985
22750,49.843520299362574
25430,54.10790825059911
25490,51.858014232463574
25620,53.75088677979101
25710,48.92856482230803
25810,53.957060646303674
25900,44.75224867415835
25990,54.75975761896275
26080,60.517889492753625
26170,53.88823445589702
26260,53.63252136752137
26350,45.59541818865176
26430,55.86272056063071
26490,50.93164593164593
26610,50.959667930448425
26670,55.14609515260323
26700,53.13386966633443
26730,50.253807311654214
26810,51.629062166069524
26890,54.27157712305026
26980,48.5755611928611
27070,46.08765587084286
27170,48.10033241591307
27260,43.79430218185727
27350,43.40333957006905
27450,49.21455843063298
27630,55.536329439714905
29399,42.76196533630148
30250,41.520348837209305
30300,50.7339094159714
30370,49.17233491583945
30410,53.167586750788644
30450,51.3198051948052
30760,54.7843808338519
34710,53.784496976360636
34770,48.89949683832394
34800,47.51751713632902
34830,44.556277056277054
34860,49.08790790600324
34880,51.85715974932009
35010,49.15770933380763
35250,42.02729885057471
35300,44.67897727272727
35600,51.7688585254768
35670,40.468227424749166
35740,55.427216458119965
35760,53.90356640075082
35780,43.69683609958506
35790,41.78154050464808
35800,54.16332665330661
36070,45.09140767824497
36150,50.10522496371553
36250,50.754420907635605
36300,48.55383580080753
36370,48.982768533844414
36510,52.36651264910211
36580,51.85146641438032
36630,53.36164383561644
36660,53.52011087746129
36720,52.25712923160773
36820,54.82491453645594
36910,50.10163917445684
36950,43.34221707222866
36960,41.512366818873666
37010,46.981868963868344
31000,45.91006630937049
31900,52.858942539109506
31950,53.87308868501529
32080,48.88196959309594
32250,55.61983790042455
32260,52.978229287730365
30900,49.39253393665158
31750,50.54824561403509
31820,53.68743584764336
32270,46.23998235887097
32310,53.03696917439103
32330,40.873538011695906
32450,48.07293070908601
32500,50.615511551155116
32600,51.048701298701296
37300,43.64007657945118
37310,49.059742647058826
37340,49.52906791030473
41140,53.60320466132556
32750,52.79367088607595
32770,39.755569306930695
32810,53.03846153846154
33100,56.638045540796966
33200,52.64080882352941
33220,55.21509274770423
33360,47.606792902542374
33430,49.31252577616497
33610,51.40732678193805
33620,53.67247616784177
33800,56.27564526803442
33830,43.46940559440559
33960,45.98091516678485
33980,44.15661317100166
34420,42.68279569892473
34530,52.171642619311875
34570,42.308091286307054
34580,49.29939302517688
34590,46.895489931097494
41010,50.124085163007315
41060,50.007903811882336
37400,56.58943965517241
37550,39.63321492007105
41190,53.07955215085445
41750,52.746085011185684
37570,41.27339901477833
37600,41.77607788595271
41960,53.836120401337794
40070,42.85780175431372
40120,51.56741955113291
40220,55.57794117647059
41330,52.89188422247446
41560,55.28704127390866
40250,41.16083486801719
40310,52.2904726138202
40430,57.658208955223884
40520,53.00782803180915
40700,52.30932281152505
40910,50.8565372134408
41830,55.21771771771772
42030,51.11568558747956
42110,54.43278894472362
42250,50.80934047539337
42600,52.49287628720553
42750,53.93125
43080,55.334378920953576
43360,54.944165270798436
43650,49.02582227351414
43710,51.39950372208437
43220,52.13547995139733
43790,53.506830284788144
43920,49.191412958626074
44000,44.03921568627451
44060,49.054815748498555
44210,54.708303558668
44340,51.15035932595407
44550,49.46790206554205
44620,50.58215850889699
44830,56.101863892501086
45040,50.37806900070149
45680,46.73302784801972
45090,50.851689301093074
45120,53.870008618213156
45290,49.495900755124055
45340,49.81389334320135
45400,55.8370319001387
45540,56.56068313953488
45890,48.12201815038894
46090,49.465410282921326
46300,50.73133164359524
46450,52.06384761904762
46510,47.32285345384119
46670,51.815450937457236
46860,53.10979877515311
46970,40.86772793053546
47140,47.51072487414689
47290,52.373143963847646
47490,53.139939024390245
47630,51.423116721854306
47700,50.202773059341816
47800,53.18641114982579
47910,55.29000458505273
47980,50.12890083217753
48050,59.28002938126512
48130,52.440500201694235
48340,52.76023598820059
51960,45.12729658792651
52030,56.002944640753825
48410,48.34598748490504
48540,49.84642503711034
49399,49.42311276794035
48260,52.21823342795125
48640,52.752256770310936
48750,56.37857489093553
48830,57.79603756298672
50080,52.089661258825295
50210,46.188206828568866
50250,43.38358111062527
50280,49.99884482094725
50350,49.11855075037741
50420,47.753065095846644
50490,45.77363040123457
50560,56.09911569638909
50630,47.16200657894737
50770,54.67885220125786
50840,55.39297994269341
50910,54.89857881136951
50980,50.24630541871921
51120,54.42203147353362
51190,50.35812161599333
51260,51.8459018277963
51310,50.1947818380858
51330,46.0086460964754
51080,50.60261437908497
51400,47.90632692132373
51470,54.04449152542373
51540,53.56121212121212
51610,53.076054955839055
51680,51.271796218487395
52100,52.571946795646916
52870,53.48315789473684
52940,52.654233870967744
53570,53.483625285605484
51750,52.12316028900187
51820,46.587932205195116
51890,50.64417613636363
52170,51.0137656221699
52240,53.550377833753146
52310,55.30177993527508
52800,46.79035277177826
52380,52.02923976608187
52450,50.208333333333336
52520,49.69227188081937
52590,53.198635057471265
52660,49.15870040612309
52730,55.968584579976984
53010,51.56534090909091
53080,51.91874554526016
53150,50.38759618908025
53220,42.345375449215055
53290,50.42044562230075
53360,54.6604022025377
53430,50.02077443673434
53640,47.62117903930131
54280,44.681728835253246
54310,43.048458387235875
53800,49.530980192991365
53920,45.05093984962406
53990,49.40029103934628
53710,53.555989583333336
53780,46.23021191054527
54060,55.26897632311978
54130,49.84066587395957
54170,48.999923480640604
54200,49.6243349441109
54760,50.43416370106762
54830,44.221682788156244
54900,49.21496815286624
56620,42.82097186700767
54340,49.9642974662718
54410,53.984391819160386
54480,49.201530612244895
54550,52.1
55320,50.540644098710985
54620,48.972477064220186
54690,50.649517684887456
54970,42.95004215851602
56730,50.60449465208509
55040,43.057973882073604
55110,52.3896434343087
55180,52.711407450355125
55250,44.71065989847716
55950,51.0110294117647
55530,53.30212765957447
55390,44.34511189634865
55460,48.24132364810331
56090,50.20207420079119
56790,57.20395936441782
55600,50.418963616317534
57980,46.9043438380397
58050,45.95224493725729
55670,51.587078651685395
55810,51.04568965517242
56860,52.30277777777778
55880,49.288366336633665
58190,48.25342465753425
58260,50.38426966292135
55740,50.18063561302384
56300,55.454963235294116
57080,42.34978504945949
57140,55.24481566820276
56160,47.83474576271186
56230,52.57603049597855
56370,52.19660194174757
56580,51.70140845070423
57210,53.30060304142632
56460,51.43088194636439
56930,51.03000923361034
57280,43.20331267691837
57350,54.52141057934509
57420,50.57927631578947
57490,46.97115508083815
65010,51.85821234119782
57630,50.94827586206897
57700,45.31010462555066
57770,56.78501037344398
57840,47.54247323373317
57910,47.723355448457156
57000,45.9755529685681
65210,56.44680293501048
65410,52.87194823021865
65610,50.25096928124068
65810,52.44192317014057
70200,47.15764276195647
99399,50.25423318819545
60410,47.292964244521336
58330,54.973116733755035
58680,53.781065088757394
58760,45.5114307016167
58820,53.004349280695884
58400,51.59464285714286
58890,52.8911620294599
59320,47.56206896551724
59330,55.970379146919434
58470,49.18589743589744
58510,45.12465467167245
59340,48.351547929876915
58540,51.26628895184136
59350,45.105510752688176
60610,50.50754349238432
58570,44.44006367540352
58610,54.36300366300366
59030,48.67580645161291
74560,52.42638888888889
72800,42.14362629697445
73600,47.34738646101114
74050,42.36231038506418
74550,45.204508196721314
74660,43.408338203779465
59100,52.62172284644195
74680,39.09192348565356
79399,46.929388073275305
59170,50.57832167832168
59250,42.375
89399,46.100839740995546
59310,51.44664031620553
59360,47.19346130773845
59370,55.86054913294798
60210,56.41487361604345
60810,53.05968957588145
61010,53.878082959641254
61210,50.04382540809085
61410,51.326542692250776
61510,51.51169749727965
61610,51.759459909985
61810,53.610497237569064
62010,54.099598930481285
62210,52.65464952801767
62410,56.33485603543743
62610,49.84134939476538
62810,48.03302219305282
63010,52.566153846153846
63210,52.24645352530172
63410,52.43516209476309
63610,51.12820212433615
63810,53.47278401997503
64010,49.28151639344262
64210,52.14314799213704
64610,52.41929277171087
64810,50.89242627345845
70700,52.20926058865757
71000,45.750352429514095
71300,40.36230964467005
72200,47.68077972266424
72300,46.730645985231966
70420,45.64782608695652
70540,38.43859649122807
70620,42.443719972546326
72330,42.54614297253635
