lga_code_2016,avg_year_completeld
10050,10.841933469573116
10130,11.043199150497152
10250,10.787058862587564
10300,10.383863080684597
10470,10.86909591422776
10550,10.705000418795544
10600,10.733391704060415
10650,10.483333333333333
10750,11.096347858492827
10800,10.400459418070444
10850,10.61509512858039
10900,11.160856412287968
10950,10.46692607003891
11100,11.272982311076987
11150,10.475029036004646
11200,10.117813383600376
14300,10.507605633802816
14350,10.312411918663177
11250,10.245387899782486
13910,10.46904857486953
14000,11.484828704802595
14100,11.522603398525169
14170,11.465187756911725
14200,10.438610883237626
14400,10.982435597189696
14500,11.702995220780485
14550,10.435749719955194
14600,10.426972010178117
14650,10.674546243041682
14700,11.705641025641025
14750,10.39985754985755
14850,10.766829461457233
14870,10.429377320765495
14900,11.009676297606628
14920,10.381203595154357
14950,10.476960784313725
15050,10.670894702964674
15240,10.394034320991427
15270,10.544874601288386
15300,10.530106530801296
15350,11.727358678343949
15520,10.552237001209189
15560,10.426661264181524
15650,10.473843534197332
15700,10.435226039783002
15750,10.51764705882353
15800,10.359830418653948
15850,10.480453667953668
15900,10.9910638896707
15950,11.7583613469318
15990,11.412265700209526
16100,10.550086355785838
16150,10.754704619080552
16200,10.492697278554166
16260,11.466590647116421
16350,10.822732183437022
11500,10.917182133799983
11520,11.395543732316398
11570,11.042507464223206
11600,10.51033386327504
11300,11.427167876975652
11350,11.17330273991092
11400,10.617583418745017
11450,10.950189517209694
11650,10.75383551635965
11700,10.192586623690572
11720,10.390445209162275
11730,10.438265457188232
11750,10.510377358490565
11800,10.715727502102608
12000,10.440029433406917
12150,10.32880658436214
12350,10.333676622039135
12380,11.1011337524238
12700,10.511103958802703
12730,10.561131694173122
12750,10.627719997049494
12850,10.77792200850622
12870,10.496541212334389
12900,10.492438563327033
12930,11.30592190567925
12950,10.261659807956104
13010,10.363157894736842
13310,10.631741821396993
13340,10.582220918292505
13450,10.540134082261279
13510,10.434074457083764
13550,10.480445574524762
13660,10.330061693774537
13800,10.741857180686733
13850,10.471520554730064
16380,10.640148108965882
16400,10.612511288071588
16490,11.147975320163841
16550,11.514503861228608
16610,10.283270440251572
16650,11.246389370306181
16700,11.478897364454392
16900,10.579710144927537
16950,10.564535982137745
17000,10.641180586476688
17040,11.122653721682848
17080,10.494864808216306
17420,11.408136090654637
17550,10.69594372099985
17620,10.541859713392954
17640,10.582767722473605
17650,10.679204076680417
17750,10.873657369798718
17850,10.559580552907532
17900,10.329977116704805
17950,10.6328530259366
18020,10.379435994930292
18050,11.682793989870092
18100,10.406902086677368
18200,10.456756756756757
18230,10.681338657766123
18250,11.658675055376655
18350,10.948086216608854
18400,10.74039225270361
18450,10.849182738222018
18500,11.757031932945956
18710,11.127424593967518
19399,10.876993166287017
20110,10.866404285558106
20260,10.627296587926509
20570,10.941870249147877
20660,11.27844444698172
20740,10.730834902149644
20830,10.772295667572436
20910,11.536405216181413
21010,10.65616552297775
21110,11.667635884960175
21180,10.944387253046704
21270,10.494912790697674
21370,10.536349528470813
21450,10.960570307979168
21610,11.10469472885855
21670,10.39188167980136
21750,10.688885770418187
21830,10.598947071542728
21890,11.221690575030024
22110,10.633345199184493
22170,11.006301802956507
22250,10.359355638166047
22830,10.69160335086694
22910,10.899806789953077
22980,10.365981963927856
23110,11.12662052208386
23190,10.744295946245293
23270,10.957282627910015
23350,10.870653685674547
23430,11.230613508841664
23670,11.184864157471564
23810,10.69191837722305
23940,10.391017964071857
24130,11.124545073915424
24210,11.307709547288212
24250,10.893028024606972
24330,11.37845490090333
24410,11.19967362757847
24600,11.752841867368279
24650,11.07201660325147
24780,10.584229689541122
24850,10.815349319123742
24900,10.511767420396861
24970,11.412801367995106
25060,11.254494611267132
25150,10.876025017373175
25250,11.231427315456667
25340,11.00059899001069
17100,11.546904411513056
17150,11.153043711279691
17200,11.68955773955774
17310,10.610905016805676
17350,10.351750416765897
17400,10.438424717145343
22310,11.531868457436303
22410,10.531894233642067
22490,10.886642498605688
22620,10.83835761589404
22670,10.971596847132824
22750,10.968611640159292
25430,10.979342426870614
25490,10.796781609195403
25620,10.761261736470091
25710,11.360960007470876
25810,10.561180919848725
25900,11.62214360587002
25990,10.538314987298898
26080,11.262506191183755
26170,10.724091728935841
26260,10.694124107633169
26350,11.67968316432067
26430,10.656728778467908
26490,11.27018196441138
26610,10.610605827038693
26670,10.61170731707317
26700,10.748493432912696
26730,10.85884907709012
26810,10.683456011216263
26890,10.611213574326817
26980,11.425584712644648
27070,11.030873320608702
27170,10.847672884869041
27260,11.246381231338784
27350,11.614021652626995
27450,11.038283007130211
27630,10.454807266282677
29399,11.677202686685105
30250,9.613793103448275
30300,10.597440944881889
30370,10.593225190839695
30410,10.468561584840655
30450,10.514950166112957
30760,10.340637450199203
34710,10.720632081097197
34770,10.747766868928878
34800,10.788975021533162
34830,10.084444444444445
34860,10.676836656019386
34880,10.610953260406308
35010,10.944186602870813
35250,10.341246290801188
35300,10.92802590071393
35600,10.4815625
35670,10.362041467304625
35740,11.060804378867205
35760,10.308141905668071
35780,10.894291754756871
35790,10.14410480349345
35800,10.458858413639733
36070,10.101476014760147
36150,10.62704309063893
36250,10.992429912740295
36300,10.422752808988765
36370,10.709010669794983
36510,10.74175356458821
36580,10.497381883839903
36630,10.384793148760705
36660,10.549149764392542
36720,10.982053420447581
36820,10.635560031330424
36910,10.818474483263216
36950,11.048220973782772
36960,10.714456391875746
37010,11.009206346764703
31000,11.409225306146308
31900,10.467367569753335
31950,10.584870848708487
32080,11.053139966636174
32250,10.314248251748252
32260,10.595779070841415
30900,10.3860103626943
31750,10.602469135802469
31820,10.486920359522426
32270,10.88053053053053
32310,10.461136201568815
32330,9.98414985590778
32450,10.714562479819179
32500,10.820989143546441
32600,10.41095890410959
37300,11.108813928182807
37310,10.62719646799117
37340,10.80621224550675
41140,10.855335103890017
32750,10.773371104815864
32770,10.04
32810,11.088498508452105
33100,10.342952275249722
33200,10.381789137380192
33220,10.487541762267037
33360,10.841282894736842
33430,11.113230659804202
33610,10.643888888888888
33620,10.50941240323364
33800,10.386785628164938
33830,10.211864406779661
33960,10.911857813336693
33980,10.932393874104699
34420,10.264350453172206
34530,10.714451700789294
34570,10.306345733041576
34580,10.579358632161231
34590,10.927558186893421
41010,10.67716221602232
41060,11.043230652910905
37400,10.56630525437865
37550,10.129263913824058
41190,10.79226736566186
41750,10.79951397326853
37570,10.05940594059406
37600,10.417482061317678
41960,10.577909270216962
40070,11.64150408616373
40120,11.339653026864797
40220,10.887541285397152
41330,10.720141342756184
41560,10.510809451985923
40250,10.281974569932686
40310,10.872808608390763
40430,10.492618917441225
40520,10.583435499250783
40700,11.554424432263117
40910,11.119368210018694
41830,10.581649831649832
42030,10.841481300415547
42110,10.610047846889952
42250,10.73117254528122
42600,11.291779177917793
42750,10.880484114977307
43080,10.383488681757656
43360,10.571085782843431
43650,10.975551342181419
43710,10.87807606263982
43220,10.71808510638298
43790,10.552071668533035
43920,10.735599933982506
44000,11.352941176470589
44060,11.189708836111068
44210,10.545720318336853
44340,11.417858654253068
44550,11.16396005210595
44620,10.702846278588604
44830,10.570080226521945
45040,10.588597949570518
45680,10.775601654007854
45090,10.808224097683606
45120,10.730852713178294
45290,11.358657243816255
45340,11.04674498704133
45400,10.587025316455696
45540,10.345439870863599
45890,11.0246327261695
46090,10.647486846524124
46300,10.780801687763713
46450,10.542954490143588
46510,11.369840101692647
46670,10.575408843125379
46860,10.907547169811322
46970,11.2012012012012
47140,10.899479100763424
47290,10.647058823529411
47490,10.78615490061686
47630,10.75108870043548
47700,11.113114616075437
47800,10.528794402583424
47910,10.643603782976605
47980,11.488267956295898
48050,10.753822066678946
48130,10.628210616438356
48340,10.636569416498993
51960,10.731349206349206
52030,10.65561224489796
48410,11.215158642316915
48540,10.806187934878066
49399,10.819872851424535
48260,11.456450216450216
48640,10.746920492721165
48750,10.85436137071651
48830,10.515409915945913
50080,10.872794501828704
50210,11.082298893680855
50250,11.129446031479302
50280,11.205502467709755
50350,11.103939647946353
50420,11.226046690282105
50490,11.169527664341729
50560,10.649484536082474
50630,10.921146953405017
50770,10.760773966578716
50840,10.85284178187404
50910,10.683582089552239
50980,10.987427972760608
51120,10.68348623853211
51190,10.792906386066763
51260,10.983212341197822
51310,11.608676836524937
51330,11.374796306355242
51080,10.742268041237113
51400,11.034808646018528
51470,10.67674418604651
51540,10.605583392984968
51610,10.85934065934066
51680,10.865956253505328
52100,10.774703557312254
52870,10.77984496124031
52940,10.802547770700636
53570,10.736812570145904
51750,11.684045136409084
51820,11.14330756996568
51890,10.552703627652292
52170,11.69971724787936
52240,10.758716875871688
52310,10.701851851851853
52800,10.732802439850898
52380,10.778210116731518
52450,10.856216216216216
52520,10.873855544252288
52590,10.698814229249011
52660,10.841667578509684
52730,11.095525389643036
53010,10.98494623655914
53080,10.659552845528456
53150,11.494598765432098
53220,11.050468575358954
53290,10.82971377658982
53360,10.849614053766302
53430,11.272941509167177
53640,10.92079207920792
54280,10.948392684293648
54310,11.100414615185281
53800,10.794201183431953
53920,10.399706457925635
53990,10.848400802549275
53710,10.655375552282768
53780,11.081085505603829
54060,10.645039607695209
54130,11.039348710990502
54170,11.3127029331205
54200,11.090844910617482
54760,10.90857142857143
54830,11.040264665536997
54900,10.961904761904762
56620,9.475706214689266
54340,10.60453808752026
54410,10.48395061728395
54480,11.008955223880598
54550,10.920273348519363
55320,11.396392847596404
54620,10.790488431876607
54690,10.797833935018051
54970,10.944112859468259
56730,10.700479008171316
55040,11.029411764705882
55110,10.83129956186407
55180,10.750643086816721
55250,10.882246376811594
55950,10.702127659574469
55530,10.785714285714286
55390,10.950495049504951
55460,10.817822651448639
56090,11.067450980392158
56790,10.649707061362935
55600,10.841783750763591
57980,11.694092682592922
58050,11.077290108625766
55670,10.836327345309382
55810,10.640732265446225
56860,10.808641975308642
55880,10.95054945054945
58190,10.866141732283465
58260,10.85609756097561
55740,11.646632996632997
56300,10.848390446521288
57080,11.641155574130185
57140,10.498013245033112
56160,10.787610619469026
56230,10.685200035641094
56370,10.82258064516129
56580,11.670873723245071
57210,10.802425317953269
56460,10.746753246753247
56930,11.74952380952381
57280,11.067184686818914
57350,10.596317280453258
57420,10.825757575757576
57490,11.0072175089143
65010,10.394444444444444
57630,10.432
57700,10.985560394224157
57770,10.651370679380214
57840,11.526254601821352
57910,11.294253518117975
57000,10.936054421768707
65210,10.521580547112462
65410,10.403094292285177
65610,10.446204620462046
65810,10.773995785171467
70200,11.043417853421326
99399,10.960771907624169
60410,10.526478582810011
58330,10.769689363037338
58680,10.880952380952381
58760,11.171186054460522
58820,10.581723625557206
58400,10.439655172413794
58890,10.778175313059034
59320,10.956834532374101
59330,10.591549295774648
58470,10.705627705627705
58510,11.426758893280633
59340,10.889441357121965
58540,10.82126348228043
59350,11.112396694214876
60610,10.479066940202113
58570,11.50028411397029
58610,10.629232039636664
59030,10.933333333333334
74560,11.014450867052023
72800,11.127848101265823
73600,10.157222974279636
74050,10.479518072289157
74550,10.245744680851065
74660,10.525644055778775
59100,10.852156057494867
74680,9.77152899824253
79399,11.091171477079797
59170,10.993930197268588
59250,10.896190476190476
89399,11.505109422407012
59310,10.855799373040753
59360,10.712962962962964
59370,10.788957055214723
60210,10.455310438935637
60810,10.413209826822392
61010,10.373516552154904
61210,10.321048632218845
61410,10.90279216742644
61510,10.418356923974901
61610,10.460002349348056
61810,10.299735333039258
62010,10.727672035139092
62210,10.40764331210191
62410,10.56749226006192
62610,10.63913807163917
62810,11.440682766077957
63010,10.754418359271959
63210,10.480496054114994
63410,10.637852593266606
63610,11.135028407946166
63810,10.442505947660587
64010,10.762925103204246
64210,10.582122575411166
64610,10.489092347688482
64810,10.647727272727273
70700,10.57117278424351
71000,11.266206467016142
71300,10.022126493048757
72200,10.832037799115989
72300,10.900646712070051
70420,10.066795532646049
70540,9.190082644628099
70620,9.609664024160061
72330,9.875291375291376
